URL	chrom://isq7ci1912004/ChromeleonLocal/AK Simat/2024/PVC Lina/2024-02_Vorversuche/2024-02_PVC-Tischde.seq/220.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024-02_PVC-Tischde
Name	PVC-Tischdecke µC A 0,2g 50C 30min Split 1:20
Number	2
Position	66
Comment	ODP Lina
Processing Method	MS Quantitative
Instrument Method	manualTD-WAX-MS-O_L1
Type	Calibration Standard
Status	Finished
Inject Time	2/21/2024 9:15:20 AM +01:00
Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033905
Time Max. (min)	50.003447
Data Points	55452
Detector	MSDevice
Generating Data System	Chromeleon 7.2.10 Build 23925 (cfd1e7af542fd56c07b8e0c2791055c459cfcf14)
Exporting Data System	Chromeleon 7.2.10.0
Operator	ISQ7000
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	13,079,911.128393
Signal Max.	5,872,703,630.459210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.054
Max. Step (s)	0.0541
Average Step (s)	0.05406886

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
20.017758	0.0541	29,927,365.469100
20.018658	0.054	29,968,326.001048
20.019560	0.0541	29,889,412.280693
20.020462	0.0541	29,785,810.345328
20.021362	0.054	29,775,955.821023
20.022263	0.0541	29,822,810.409710
20.023165	0.0541	29,810,598.124161
20.024065	0.054	29,689,792.899909
20.024967	0.0541	29,548,262.617552
20.025868	0.0541	29,350,951.105390
20.026768	0.054	28,959,593.855741
20.027670	0.0541	28,499,927.906410
20.028572	0.0541	28,267,693.167862
20.029473	0.0541	28,379,319.992818
20.030373	0.054	28,643,028.850175
20.031275	0.0541	28,888,240.414115
20.032177	0.0541	29,032,627.610417
20.033077	0.054	29,043,455.491650
20.033978	0.0541	29,084,257.148099
20.034880	0.0541	29,068,989.892599
20.035780	0.054	28,828,808.050214
20.036682	0.0541	28,629,330.290732
20.037583	0.0541	28,600,484.882156
20.038483	0.054	28,644,735.950510
20.039385	0.0541	28,823,889.025355
20.040287	0.0541	29,034,266.695757
20.041187	0.054	28,998,147.905161
20.042088	0.0541	28,835,466.613925
20.042990	0.0541	28,792,015.019556
20.043892	0.0541	28,651,309.975217
20.044792	0.054	28,329,123.324392
20.045693	0.0541	28,126,604.157283
20.046595	0.0541	28,226,004.303044
20.047495	0.054	28,547,671.598275
20.048397	0.0541	28,936,572.049672
20.049298	0.0541	29,244,023.810743
20.050198	0.054	29,324,030.918482
20.051100	0.0541	29,278,765.540768
20.052002	0.0541	29,189,736.941624
20.052902	0.054	28,938,040.714343
20.053803	0.0541	28,591,008.728385
20.054705	0.0541	28,493,995.506112
20.055605	0.054	28,677,524.091553
20.056507	0.0541	28,862,528.862888
20.057408	0.0541	29,094,514.839829
20.058310	0.0541	29,335,971.643237
20.059210	0.054	29,348,499.979716
20.060112	0.0541	29,221,176.170351
20.061013	0.0541	29,092,632.566268
20.061913	0.054	29,054,465.750129
20.062815	0.0541	29,199,494.964330
20.063717	0.0541	29,299,618.878413
20.064617	0.054	29,408,988.984843
20.065518	0.0541	29,669,986.059785
20.066420	0.0541	29,829,172.131187
20.067320	0.054	29,841,987.801657
20.068222	0.0541	29,763,766.967126
20.069123	0.0541	29,739,522.343441
20.070023	0.054	29,890,630.403738
20.070925	0.0541	30,028,263.342802
20.071827	0.0541	30,096,471.465861
20.072728	0.0541	30,174,659.261232
20.073628	0.054	30,248,645.169849
20.074530	0.0541	30,292,283.023752
20.075432	0.0541	30,489,732.913505
20.076332	0.054	30,907,184.984151
20.077233	0.0541	31,259,524.610823
20.078135	0.0541	31,481,771.480016
20.079035	0.054	31,593,949.120202
20.079937	0.0541	31,528,390.958590
20.080838	0.0541	31,323,652.953605
20.081738	0.054	31,161,562.452246
20.082640	0.0541	31,224,027.020129
20.083542	0.0541	31,417,006.732563
20.084443	0.0541	31,656,015.607070
20.085343	0.054	31,722,149.402069
20.086245	0.0541	31,489,996.515310
20.087147	0.0541	31,333,875.879899
20.088047	0.054	31,359,666.585567
20.088948	0.0541	31,463,256.487925
20.089850	0.0541	31,514,900.027310
20.090750	0.054	31,484,044.049110
20.091652	0.0541	31,563,838.461620
20.092553	0.0541	31,610,750.612655
20.093453	0.054	31,545,580.078004
20.094355	0.0541	31,561,418.894443
20.095257	0.0541	31,646,450.847582
20.096157	0.054	31,593,405.339652
20.097058	0.0541	31,260,442.162299
20.097960	0.0541	30,870,457.435995
20.098862	0.0541	30,711,755.210028
20.099762	0.054	30,761,878.837752
20.100663	0.0541	30,892,122.432657
20.101565	0.0541	30,997,625.893235
20.102465	0.054	31,063,287.583195
20.103367	0.0541	30,991,291.496778
20.104268	0.0541	30,772,677.831454
20.105168	0.054	30,698,769.034440
20.106070	0.0541	30,696,413.382366
20.106972	0.0541	30,599,212.172226
20.107872	0.054	30,573,989.634118
20.108773	0.0541	30,664,757.810390
20.109675	0.0541	30,681,710.030917
20.110577	0.0541	30,509,078.073083
20.111477	0.054	30,233,540.474798
20.112378	0.0541	30,000,373.175810
20.113280	0.0541	29,816,225.303770
20.114180	0.054	29,558,208.466652
20.115082	0.0541	29,333,045.222108
20.115983	0.0541	29,393,854.180942
20.116883	0.054	29,595,057.018066
20.117785	0.0541	29,559,333.078907
20.118687	0.0541	29,306,148.090300
20.119587	0.054	29,000,994.979731
20.120488	0.0541	28,763,880.782444
20.121390	0.0541	28,691,290.772510
20.122290	0.054	28,765,664.874229
20.123192	0.0541	28,855,625.969498
20.124093	0.0541	28,770,775.758010
20.124995	0.0541	28,600,816.444328
20.125895	0.054	28,492,815.347313
20.126797	0.0541	28,428,590.367172
20.127698	0.0541	28,334,302.279446
20.128598	0.054	28,098,730.074785
20.129500	0.0541	27,822,804.172434
20.130402	0.0541	27,674,379.438136
20.131302	0.054	27,644,610.527308
20.132203	0.0541	27,699,280.881969
20.133105	0.0541	27,691,046.047861
20.134005	0.054	27,442,426.922726
20.134907	0.0541	27,084,325.814769
20.135808	0.0541	26,944,027.945285
20.136708	0.054	27,055,004.831813
20.137610	0.0541	27,157,646.696939
20.138512	0.0541	27,257,305.710420
20.139413	0.0541	27,498,659.069471
20.140313	0.054	27,585,696.265225
20.141215	0.0541	27,409,225.805103
20.142117	0.0541	27,348,531.174557
20.143017	0.054	27,439,447.565880
20.143918	0.0541	27,425,305.554847
20.144820	0.0541	27,239,428.406104
20.145720	0.054	27,104,921.857086
20.146622	0.0541	27,168,147.731446
20.147523	0.0541	27,373,937.418411
20.148423	0.054	27,651,924.893617
20.149325	0.0541	27,876,015.108713
20.150227	0.0541	28,019,231.481815
20.151128	0.0541	28,095,246.122705
20.152028	0.054	28,073,938.034043
20.152930	0.0541	28,062,215.227276
20.153832	0.0541	28,130,480.033617
20.154732	0.054	28,290,937.476392
20.155633	0.0541	28,683,103.827137
20.156535	0.0541	29,161,814.276405
20.157435	0.054	29,479,081.513805
20.158337	0.0541	29,746,602.762854
20.159238	0.0541	30,065,665.096645
20.160138	0.054	30,574,357.905311
20.161040	0.0541	31,261,576.848121
20.161942	0.0541	31,710,201.295843
20.162842	0.054	31,965,233.763806
20.163743	0.0541	32,348,280.394133
20.164645	0.0541	32,807,585.063539
20.165547	0.0541	33,381,693.493190
20.166447	0.054	34,046,049.390209
20.167348	0.0541	34,628,894.196351
20.168250	0.0541	35,281,116.493101
20.169150	0.054	36,191,524.650262
20.170052	0.0541	37,330,955.902094
20.170953	0.0541	38,580,237.504656
20.171853	0.054	39,917,048.600560
20.172755	0.0541	41,481,691.013063
20.173657	0.0541	43,137,797.759114
20.174557	0.054	44,558,338.483798
20.175458	0.0541	45,653,344.656930
20.176360	0.0541	46,700,331.532538
20.177260	0.054	48,108,086.310507
20.178162	0.0541	49,799,980.903838
20.179063	0.0541	51,628,340.024049
20.179965	0.0541	53,780,449.276702
20.180865	0.054	56,153,894.771747
20.181767	0.0541	58,370,801.852902
20.182668	0.0541	60,334,164.585388
20.183568	0.054	62,298,603.721709
20.184470	0.0541	64,629,306.418226
20.185372	0.0541	67,527,768.924027
20.186272	0.054	70,595,780.835877
20.187173	0.0541	73,356,913.587877
20.188075	0.0541	75,840,477.039330
20.188975	0.054	78,343,057.339973
20.189877	0.0541	81,319,319.986390
20.190778	0.0541	84,717,010.317982
20.191680	0.0541	88,117,310.632396
20.192580	0.054	91,593,231.535344
20.193482	0.0541	94,926,545.850071
20.194383	0.0541	97,591,243.250369
20.195283	0.054	99,843,139.991372
20.196185	0.0541	102,210,963.398912
20.197087	0.0541	104,894,864.686163
20.197987	0.054	107,636,253.802428
20.198888	0.0541	110,472,177.880427
20.199790	0.0541	114,052,748.304129
20.200690	0.054	117,955,451.511046
20.201592	0.0541	121,341,916.291098
20.202493	0.0541	124,277,672.827332
20.203393	0.054	126,592,572.398348
20.204295	0.0541	128,538,802.558703
20.205197	0.0541	130,794,183.912439
20.206098	0.0541	133,421,006.276759
20.206998	0.054	136,804,229.498625
20.207900	0.0541	140,771,917.178993
20.208802	0.0541	144,180,982.237693
20.209702	0.054	147,007,126.655405
20.210603	0.0541	150,004,682.503302
20.211505	0.0541	152,871,121.044053
20.212405	0.054	155,525,925.386548
20.213307	0.0541	158,354,097.709424
20.214208	0.0541	161,269,180.042491
20.215108	0.054	164,147,649.207633
20.216010	0.0541	167,035,644.785773
20.216912	0.0541	169,886,037.785924
20.217812	0.054	172,649,815.130624
20.218713	0.0541	175,293,326.881326
20.219615	0.0541	177,153,648.395809
20.220517	0.0541	178,719,570.200235
20.221417	0.054	181,055,858.182999
20.222318	0.0541	183,425,129.035935
20.223220	0.0541	184,865,026.503724
20.224120	0.054	185,567,135.995815
20.225022	0.0541	186,482,072.572128
20.225923	0.0541	187,598,525.477227
20.226823	0.054	187,996,205.863612
20.227725	0.0541	188,268,435.493191
20.228627	0.0541	189,203,979.237044
20.229527	0.054	190,400,822.685970
20.230428	0.0541	191,545,257.260781
20.231330	0.0541	192,330,057.396768
20.232230	0.054	192,913,261.945597
20.233132	0.0541	193,731,406.344409
20.234033	0.0541	194,311,024.372376
20.234935	0.0541	194,389,146.274349
20.235835	0.054	193,898,641.950255
20.236737	0.0541	193,067,036.008632
20.237638	0.0541	192,677,534.936412
20.238538	0.054	193,178,286.293493
20.239440	0.0541	194,454,066.929393
20.240342	0.0541	195,298,087.939448
20.241242	0.054	195,319,838.266464
20.242143	0.0541	195,271,706.332448
20.243045	0.0541	194,633,848.966571
20.243945	0.054	192,929,162.883352
20.244847	0.0541	190,777,552.023168
20.245748	0.0541	189,253,606.930931
20.246650	0.0541	189,249,177.698235
20.247550	0.054	189,931,753.009836
20.248452	0.0541	189,577,001.564072
20.249353	0.0541	188,251,778.160719
20.250253	0.054	187,272,587.810414
20.251155	0.0541	186,379,919.912519
20.252057	0.0541	184,864,916.069403
20.252957	0.054	183,198,469.709586
20.253858	0.0541	181,705,526.049631
20.254760	0.0541	180,326,435.796346
20.255660	0.054	178,723,227.001265
20.256562	0.0541	177,026,374.284286
20.257463	0.0541	176,164,522.372512
20.258363	0.054	175,910,246.258824
20.259265	0.0541	174,790,534.258426
20.260167	0.0541	172,517,847.662183
20.261068	0.0541	170,084,305.106138
20.261968	0.054	168,015,399.984742
20.262870	0.0541	165,475,873.304349
20.263772	0.0541	162,069,207.820502
20.264672	0.054	159,511,967.621164
20.265573	0.0541	158,245,250.434751
20.266475	0.0541	157,108,647.836937
20.267375	0.054	155,993,716.687174
20.268277	0.0541	154,472,617.394531
20.269178	0.0541	152,215,712.556078
20.270078	0.054	149,989,095.871143
20.270980	0.0541	148,315,230.941736
20.271882	0.0541	147,618,655.592850
20.272782	0.054	147,299,864.624539
20.273683	0.0541	146,429,880.392917
20.274585	0.0541	144,482,618.756587
20.275487	0.0541	141,779,080.187374
20.276387	0.054	140,154,529.572527
20.277288	0.0541	139,705,384.606152
20.278190	0.0541	139,260,188.624248
20.279090	0.054	138,314,749.471859
20.279992	0.0541	136,505,791.761624
20.280893	0.0541	134,175,057.210623
20.281793	0.054	132,010,602.665561
20.282695	0.0541	129,812,610.994414
20.283597	0.0541	127,969,983.883449
20.284497	0.054	127,368,494.928975
20.285398	0.0541	127,200,530.311612
20.286300	0.0541	126,535,806.120694
20.287200	0.054	125,271,450.450882
20.288102	0.0541	123,037,829.475297
20.289003	0.0541	120,549,681.129074
20.289905	0.0541	119,404,879.179758
20.290805	0.054	119,323,627.785189
20.291707	0.0541	118,940,517.047979
20.292608	0.0541	117,694,874.392409
20.293508	0.054	115,525,196.694828
20.294410	0.0541	113,246,334.836239
20.295312	0.0541	111,902,820.914907
20.296212	0.054	110,747,160.473916
20.297113	0.0541	109,011,968.678520
20.298015	0.0541	107,738,198.309276
20.298915	0.054	107,099,345.763999
20.299817	0.0541	105,730,866.925533
20.300718	0.0541	103,398,681.370061
20.301618	0.054	101,339,233.661350
20.302520	0.0541	100,392,540.382530
20.303422	0.0541	99,958,553.608881
20.304323	0.0541	99,464,083.533052
20.305223	0.054	98,945,558.919096
20.306125	0.0541	97,906,602.602166
20.307027	0.0541	96,222,480.283403
20.307927	0.054	94,445,725.797078
20.308828	0.0541	92,942,146.290199
20.309730	0.0541	91,683,051.636870
20.310630	0.054	90,747,565.405209
20.311532	0.0541	90,302,687.139616
20.312433	0.0541	89,915,707.374275
20.313333	0.054	89,448,314.060309
20.314235	0.0541	89,049,453.394689
20.315137	0.0541	88,448,822.271219
20.316037	0.054	87,495,484.434494
20.316938	0.0541	86,408,382.815147
20.317840	0.0541	85,472,059.643176
20.318742	0.0541	84,410,477.759746
20.319642	0.054	83,281,174.234342
20.320543	0.0541	82,765,228.487173
20.321445	0.0541	82,264,276.393673
20.322345	0.054	80,904,783.456051
20.323247	0.0541	79,198,044.897703
20.324148	0.0541	77,923,786.763972
20.325048	0.054	76,961,680.961531
20.325950	0.0541	76,045,960.331197
20.326852	0.0541	75,292,176.327822
20.327752	0.054	74,640,913.452932
20.328653	0.0541	73,821,857.442617
20.329555	0.0541	72,575,148.426798
20.330455	0.054	71,335,320.982058
20.331357	0.0541	70,571,092.833744
20.332258	0.0541	69,928,366.094255
20.333160	0.0541	69,317,649.229558
20.334060	0.054	68,627,498.517084
20.334962	0.0541	67,457,489.792064
20.335863	0.0541	66,239,177.727159
20.336763	0.054	65,457,838.785991
20.337665	0.0541	64,782,397.981103
20.338567	0.0541	64,062,768.552942
20.339467	0.054	63,536,419.801472
20.340368	0.0541	63,160,613.546689
20.341270	0.0541	62,740,135.180539
20.342170	0.054	61,997,885.401302
20.343072	0.0541	60,845,469.473624
20.343973	0.0541	59,834,345.004047
20.344875	0.0541	59,410,720.921144
20.345775	0.054	59,266,180.844807
20.346677	0.0541	58,883,594.394763
20.347578	0.0541	58,212,772.072264
20.348478	0.054	57,545,076.148075
20.349380	0.0541	57,035,463.339900
20.350282	0.0541	56,548,481.863070
20.351182	0.054	55,804,771.001768
20.352083	0.0541	54,842,158.450686
20.352985	0.0541	53,891,062.359185
20.353885	0.054	53,146,159.303389
20.354787	0.0541	52,637,220.238129
20.355688	0.0541	52,109,811.115361
20.356588	0.054	51,588,630.080807
20.357490	0.0541	51,225,568.635939
20.358392	0.0541	50,825,838.924370
20.359293	0.0541	50,317,247.921619
20.360193	0.054	49,832,583.166634
20.361095	0.0541	49,367,640.404840
20.361997	0.0541	49,014,996.440952
20.362897	0.054	48,636,433.898469
20.363798	0.0541	47,997,894.139270
20.364700	0.0541	47,458,136.933626
20.365600	0.054	47,162,744.796511
20.366502	0.0541	46,863,430.175936
20.367403	0.0541	46,442,943.626472
20.368303	0.054	45,986,189.976033
20.369205	0.0541	45,530,676.931347
20.370107	0.0541	44,988,649.845243
20.371007	0.054	44,611,505.941246
20.371908	0.0541	44,424,233.301813
20.372810	0.0541	44,030,100.918243
20.373712	0.0541	43,463,857.259274
20.374612	0.054	42,930,539.413575
20.375513	0.0541	42,383,009.521425
20.376415	0.0541	41,983,695.290069
20.377315	0.054	41,799,457.764507
20.378217	0.0541	41,628,615.208308
20.379118	0.0541	41,379,995.149686
20.380018	0.054	40,989,275.495860
20.380920	0.0541	40,519,513.818424
20.381822	0.0541	39,982,351.822342
20.382722	0.054	39,363,728.218767
20.383623	0.0541	38,879,201.300361
20.384525	0.0541	38,448,822.579460
20.385425	0.054	37,967,145.575390
20.386327	0.0541	37,631,375.104433
20.387228	0.0541	37,497,847.231810
20.388130	0.0541	37,435,224.540331
20.389030	0.054	37,309,943.248465
20.389932	0.0541	37,197,102.103945
20.390833	0.0541	37,000,960.818147
20.391733	0.054	36,615,906.505073
20.392635	0.0541	36,272,394.157481
20.393537	0.0541	36,111,214.901688
20.394437	0.054	35,986,636.163581
20.395338	0.0541	35,669,032.775660
20.396240	0.0541	35,357,664.561041
20.397140	0.054	35,151,063.094827
20.398042	0.0541	34,780,566.036410
20.398943	0.0541	34,429,453.804867
20.399843	0.054	34,296,968.314542
20.400745	0.0541	34,298,535.265120
20.401647	0.0541	34,445,661.033522
20.402548	0.0541	34,493,278.527026
20.403448	0.054	34,152,178.545494
20.404350	0.0541	33,676,674.739391
20.405252	0.0541	33,344,497.303123
20.406152	0.054	33,176,545.166687
20.407053	0.0541	33,150,505.138100
20.407955	0.0541	33,187,415.748843
20.408855	0.054	33,232,045.054452
20.409757	0.0541	33,188,689.112050
20.410658	0.0541	32,974,961.445426
20.411558	0.054	32,632,332.825157
20.412460	0.0541	32,210,011.660458
20.413362	0.0541	31,814,371.221100
20.414263	0.0541	31,629,127.614466
20.415163	0.054	31,660,656.357946
20.416065	0.0541	31,727,957.589705
20.416967	0.0541	31,664,832.653228
20.417867	0.054	31,462,557.697721
20.418768	0.0541	31,175,708.546276
20.419670	0.0541	30,913,828.977891
20.420570	0.054	30,729,593.137359
20.421472	0.0541	30,598,490.340668
20.422373	0.0541	30,570,136.677054
20.423273	0.054	30,480,749.859166
20.424175	0.0541	30,309,794.046157
20.425077	0.0541	30,229,307.728251
20.425977	0.054	30,205,338.079716
20.426878	0.0541	30,215,996.174861
20.427780	0.0541	30,209,721.929038
20.428682	0.0541	30,056,523.382658
20.429582	0.054	29,734,596.627978
20.430483	0.0541	29,384,786.476449
20.431385	0.0541	29,196,258.911564
20.432285	0.054	29,202,934.865515
20.433187	0.0541	29,387,823.341186
20.434088	0.0541	29,654,921.078460
20.434988	0.054	29,765,778.726668
20.435890	0.0541	29,601,291.897872
20.436792	0.0541	29,308,585.540871
20.437692	0.054	29,139,532.400564
20.438593	0.0541	29,056,009.660676
20.439495	0.0541	28,918,805.081668
20.440395	0.054	28,747,845.862812
20.441297	0.0541	28,594,839.965197
20.442198	0.0541	28,519,834.313733
20.443100	0.0541	28,576,846.065299
20.444000	0.054	28,733,803.096951
20.444902	0.0541	28,806,836.673702
20.445803	0.0541	28,739,331.771096
20.446703	0.054	28,687,327.567951
20.447605	0.0541	28,672,762.134604
20.448507	0.0541	28,628,531.121076
20.449407	0.054	28,595,646.428984
20.450308	0.0541	28,575,479.225293
20.451210	0.0541	28,528,584.132403
20.452110	0.054	28,496,358.311421
20.453012	0.0541	28,416,687.682732
20.453913	0.0541	28,156,550.003118
20.454815	0.0541	27,922,279.147875
20.455715	0.054	27,795,788.104968
20.456617	0.0541	27,645,731.741362
20.457518	0.0541	27,639,897.808506
20.458418	0.054	27,661,754.595721
20.459320	0.0541	27,566,269.178660
20.460222	0.0541	27,547,789.781561
20.461122	0.054	27,509,785.794787
20.462023	0.0541	27,333,228.454757
20.462925	0.0541	27,122,739.644455
20.463825	0.054	26,950,307.132000
20.464727	0.0541	26,902,017.645861
20.465628	0.0541	26,927,325.549668
20.466528	0.054	26,852,142.717248
20.467430	0.0541	26,748,535.579899
20.468332	0.0541	26,733,875.932449
20.469233	0.0541	26,772,119.139267
20.470133	0.054	26,874,852.742359
20.471035	0.0541	27,017,471.561597
20.471937	0.0541	27,000,102.927011
20.472837	0.054	26,747,030.723282
20.473738	0.0541	26,583,763.778441
20.474640	0.0541	26,746,859.452382
20.475540	0.054	27,006,356.248212
20.476442	0.0541	27,092,317.928529
20.477343	0.0541	26,945,845.632559
20.478243	0.054	26,746,713.701209
20.479145	0.0541	26,686,204.416496
20.480047	0.0541	26,627,089.603262
20.480947	0.054	26,586,216.924309
20.481848	0.0541	26,686,417.740979
20.482750	0.0541	26,741,068.278783
20.483652	0.0541	26,675,362.528875
20.484552	0.054	26,597,987.739537
20.485453	0.0541	26,558,259.531361
20.486355	0.0541	26,520,140.326057
20.487255	0.054	26,546,198.574175
20.488157	0.0541	26,674,015.446584
20.489058	0.0541	26,738,810.950222
20.489958	0.054	26,645,769.099361
20.490860	0.0541	26,479,019.198814
20.491762	0.0541	26,376,432.223307
20.492662	0.054	26,386,502.224039
20.493563	0.0541	26,446,621.482675
20.494465	0.0541	26,494,310.193863
20.495365	0.054	26,569,458.754110
20.496267	0.0541	26,795,617.374898
20.497168	0.0541	27,076,032.753236
20.498070	0.0541	27,096,764.426961
20.498970	0.054	26,966,948.011172
20.499872	0.0541	26,988,169.062882
20.500773	0.0541	27,019,551.068028
20.501673	0.054	26,969,477.087309
20.502575	0.0541	26,992,021.657677
20.503477	0.0541	27,149,170.269007
20.504377	0.054	27,345,028.338258
20.505278	0.0541	27,459,998.430167
20.506180	0.0541	27,445,855.315652
20.507080	0.054	27,385,206.355796
20.507982	0.0541	27,409,102.433274
20.508883	0.0541	27,497,207.299030
20.509783	0.054	27,670,262.128135
20.510685	0.0541	27,910,077.393412
20.511587	0.0541	28,036,006.537511
20.512488	0.0541	27,981,166.281280
20.513388	0.054	27,910,852.890296
20.514290	0.0541	27,985,365.334096
20.515192	0.0541	28,125,395.688439
20.516092	0.054	28,245,986.747041
20.516993	0.0541	28,365,121.833879
20.517895	0.0541	28,395,117.147922
20.518795	0.054	28,250,328.885161
20.519697	0.0541	28,094,725.848056
20.520598	0.0541	28,221,089.736088
20.521498	0.054	28,513,477.842610
20.522400	0.0541	28,612,620.765349
20.523302	0.0541	28,546,203.590521
20.524202	0.054	28,490,870.109892
20.525103	0.0541	28,579,818.196832
20.526005	0.0541	28,878,927.703504
20.526907	0.0541	29,127,683.610544
20.527807	0.054	29,127,486.555313
20.528708	0.0541	28,966,419.561791
20.529610	0.0541	28,808,070.421147
20.530510	0.054	28,865,439.796404
20.531412	0.0541	29,113,505.507385
20.532313	0.0541	29,436,342.734619
20.533213	0.054	29,696,214.601112
20.534115	0.0541	29,838,135.628853
20.535017	0.0541	30,066,498.452070
20.535917	0.054	30,353,157.888206
20.536818	0.0541	30,562,463.787737
